Id,Category
771,0
772,9
773,1
774,5
775,5
776,3
777,3
778,4
779,8
780,9
781,1
782,4
783,8
784,4
785,6
786,7
787,5
788,8
789,1
790,4
791,1
792,5
793,5
794,5
795,6
796,4
797,9
798,8
799,6
800,8
801,5
802,1
803,7
804,8
805,3
806,8
807,1
808,4
809,1
810,5
811,2
812,4
813,3
814,8
815,8
816,3
817,5
818,1
819,0
820,4
821,5
822,4
823,1
824,6
825,1
826,6
827,5
828,8
829,9
830,9
831,8
832,0
833,0
834,3
835,8
836,9
837,9
838,4
839,0
840,0
841,8
842,1
843,0
844,3
845,1
846,2
847,0
848,5
849,1
850,8
851,3
852,1
853,9
854,5
855,8
856,6
857,9
858,6
859,3
860,9
861,0
862,8
863,5
864,2
865,5
866,5
867,5
868,8
869,9
870,0
871,6
872,1
873,2
874,7
875,3
876,4
877,8
878,7
879,5
880,5
881,3
882,8
883,0
884,3
885,8
886,0
887,5
888,3
889,9
890,1
891,0
892,4
893,5
894,3
895,4
896,7
897,5
898,9
899,8
900,8
901,3
902,4
903,9
904,3
905,8
906,9
907,5
908,6
909,3
910,5
911,9
912,6
913,6
914,3
915,1
916,1
917,8
918,3
919,0
920,5
921,4
922,4
923,7
924,5
925,3
926,0
927,3
928,5
929,5
930,1
931,9
932,9
933,6
934,1
935,9
936,3
937,0
938,2
939,1
940,6
941,1
942,4
943,2
944,9
945,3
946,4
947,5
948,8
949,8
950,4
951,6
952,5
953,1
954,7
955,6
956,9
957,4
958,9
959,1
960,5
961,3
962,8
963,0
964,0
965,1
966,9
967,8
968,7
969,5
970,8
971,5
972,5
973,6
974,5
975,9
976,4
977,4
978,1
979,5
980,8
981,1
982,1
983,0
984,4
985,0
986,0
987,1
988,5
989,1
990,9
991,0
992,5
993,8
994,1
995,4
996,5
997,7
998,9
999,1
1000,5
1001,5
1002,5
1003,1
1004,1
1005,9
1006,8
1007,3
1008,9
1009,5
1010,6
1011,1
1012,5
1013,8
1014,3
1015,6
1016,4
1017,8
1018,8
1019,3
1020,8
1021,8
1022,5
1023,3
1024,9
1025,9
1026,1
1027,8
1028,5
1029,6
1030,3
1031,6
1032,3
1033,1
1034,4
1035,0
1036,4
1037,3
1038,5
1039,6
1040,5
1041,5
1042,7
1043,4
1044,3
1045,0
1046,9
1047,5
1048,1
1049,6
1050,4
1051,2
1052,8
1053,6
1054,9
1055,0
1056,4
1057,3
1058,2
1059,0
1060,2
1061,0
1062,8
1063,6
1064,0
1065,5
1066,9
1067,5
1068,5
1069,2
1070,8
1071,1
1072,8
1073,5
1074,3
1075,6
1076,6
1077,4
1078,8
1079,6
1080,3
1081,4
1082,8
1083,9
1084,5
1085,1
1086,5
1087,3
1088,9
1089,3
1090,2
1091,2
1092,5
1093,9
1094,6
1095,5
1096,5
1097,4
1098,5
1099,6
1100,0
1101,2
1102,5
1103,5
1104,8
1105,0
1106,1
1107,5
1108,0
1109,9
1110,3
1111,8
1112,5
1113,6
1114,1
1115,8
1116,9
1117,3
1118,5
1119,7
1120,0
1121,8
1122,8
1123,5
1124,2
1125,1
1126,3
1127,1
1128,9
1129,4
1130,4
1131,9
1132,2
1133,0
1134,0
1135,9
1136,8
1137,3
1138,3
1139,8
1140,0
1141,5
1142,6
1143,4
1144,3
1145,7
1146,5
1147,6
1148,4
1149,3
1150,7
1151,0
1152,4
1153,6
1154,1
1155,4
1156,3
1157,3
1158,8
1159,5
1160,7
1161,0
1162,8
1163,9
1164,3
1165,8
1166,6
1167,3
1168,5
1169,8
1170,2
1171,1
1172,3
1173,5
1174,3
1175,1
1176,0
1177,8
1178,2
1179,1
1180,5
1181,0
1182,5
1183,9
1184,0
1185,6
1186,3
1187,9
1188,9
1189,8
1190,5
1191,8
1192,8
1193,5
1194,6
1195,0
1196,3
1197,7
1198,3
1199,2
1200,5
1201,6
1202,1
1203,1
1204,1
1205,9
1206,4
1207,4
1208,3
1209,3
1210,7
1211,0
1212,4
1213,8
1214,3
1215,3
1216,0
1217,0
1218,3
1219,8
1220,6
1221,6
1222,1
1223,6
1224,3
1225,8
1226,0
1227,5
1228,1
1229,5
1230,5
1231,8
1232,0
1233,8
1234,8
1235,5
1236,5
1237,9
1238,0
1239,1
1240,5
1241,4
1242,4
1243,8
1244,2
1245,8
1246,2
1247,9
1248,0
1249,0
1250,5
1251,0
1252,3
1253,5
1254,3
1255,3
1256,1
1257,4
1258,8
1259,1
1260,7
1261,9
1262,0
1263,3
1264,8
1265,4
1266,1
1267,8
1268,6
1269,6
1270,1
1271,4
1272,4
1273,1
1274,5
1275,0
1276,8
1277,4
1278,1
1279,6
1280,8
1281,0
1282,0
1283,3
1284,9
1285,6
1286,6
1287,5
1288,0
1289,6
1290,3
1291,6
1292,3
1293,4
1294,1
1295,1
1296,2
1297,1
1298,9
1299,5
1300,1
1301,1
1302,2
1303,6
1304,9
1305,5
1306,3
1307,6
1308,7
1309,0
1310,8
1311,1
1312,8
1313,0
1314,2
1315,1
1316,1
1317,7
1318,5
1319,8
1320,0
1321,4
1322,9
1323,5
1324,0
1325,0
1326,6
1327,7
1328,5
1329,0
1330,3
1331,4
1332,0
1333,4
1334,2
1335,3
1336,8
1337,3
1338,1
1339,8
1340,8
1341,5
1342,5
1343,5
1344,5
1345,5
1346,6
1347,3
1348,1
1349,3
1350,3
1351,1
1352,0
1353,5
1354,5
1355,8
1356,5
1357,8
1358,2
1359,1
1360,5
1361,9
1362,5
1363,4
1364,9
1365,5
1366,0
1367,1
1368,3
1369,3
1370,3
1371,5
1372,3
1373,8
1374,5
1375,3
1376,5
1377,5
1378,6
1379,3
1380,5
1381,5
1382,4
1383,9
1384,6
1385,1
1386,8
1387,8
1388,8
1389,4
1390,1
1391,6
1392,4
1393,6
1394,6
1395,8
1396,9
1397,1
1398,7
1399,1
1400,3
1401,2
1402,5
1403,5
1404,6
1405,8
1406,5
1407,1
1408,8
1409,1
1410,7
1411,0
1412,4
1413,6
1414,9
1415,5
1416,0
1417,3
1418,4
1419,3
1420,8
1421,5
1422,8
1423,1
1424,0
1425,0
1426,8
1427,7
1428,1
1429,8
1430,8
1431,1
1432,5
1433,1
1434,6
1435,4
1436,3
1437,9
1438,9
1439,8
1440,3
1441,5
1442,5
1443,3
1444,1
1445,4
1446,3
1447,2
1448,8
1449,4
1450,1
1451,0
1452,1
1453,5
1454,8
1455,5
1456,1
1457,1
1458,4
1459,8
1460,1
1461,5
1462,5
1463,3
1464,4
1465,9
1466,9
1467,0
1468,8
1469,6
1470,8
1471,9
1472,8
1473,5
1474,2
1475,4
1476,8
1477,6
1478,4
1479,5
1480,3
1481,0
1482,0
1483,4
1484,4
1485,8
1486,0
1487,2
1488,4
1489,4
1490,8
1491,7
1492,3
1493,0
1494,0
1495,9
1496,8
1497,3
1498,5
1499,3
1500,6
1501,0
1502,5
1503,2
1504,2
1505,3
1506,2
1507,4
1508,5
1509,1
1510,0
1511,3
1512,6
1513,8
1514,1
1515,8
1516,6
1517,2
1518,3
1519,1
1520,0
1521,8
1522,8
1523,1
1524,8
1525,6
1526,5
1527,5
1528,3
1529,3
1530,1
1531,5
1532,2
1533,5
1534,9
1535,6
1536,8
1537,8
1538,4
1539,6
1540,5
1541,5
1542,6
1543,8
1544,3
1545,4
1546,3
1547,0
1548,9
1549,3
1550,8
1551,3
1552,5
1553,8
1554,9
1555,0
1556,9
1557,8
1558,0
1559,5
1560,1
1561,3
1562,9
1563,0
1564,2
1565,5
1566,3
1567,1
1568,7
1569,5
1570,5
1571,8
1572,0
1573,2
1574,8
1575,5
1576,1
1577,0
1578,3
1579,5
1580,9
1581,5
1582,3
1583,8
1584,5
1585,5
1586,4
1587,3
1588,1
1589,6
1590,0
1591,9
1592,7
1593,8
1594,8
1595,6
1596,3
1597,6
1598,3
1599,3
1600,6
1601,6
1602,8
1603,2
1604,0
1605,3
1606,5
1607,5
1608,5
1609,1
1610,5
1611,2
1612,6
1613,2
1614,6
1615,5
1616,4
1617,2
1618,3
1619,7
1620,3
1621,8
1622,1
1623,0
1624,4
1625,8
1626,1
1627,8
1628,4
1629,5
1630,0
1631,4
1632,5
1633,6
1634,1
1635,5
1636,4
1637,7
1638,8
1639,2
1640,3
1641,5
1642,6
1643,5
1644,5
1645,5
1646,3
1647,3
1648,8
1649,4
1650,3
1651,3
1652,0
1653,3
1654,3
1655,6
1656,6
1657,9
1658,8
1659,8
1660,0
1661,3
1662,4
1663,8
1664,0
1665,1
1666,4
1667,5
1668,6
1669,1
1670,5
1671,3
1672,2
1673,5
1674,0
1675,6
1676,1
1677,5
1678,1
1679,3
1680,3
1681,8
1682,5
1683,0
1684,4
1685,9
1686,5
1687,1
1688,3
1689,4
1690,5
1691,4
1692,6
1693,5
1694,6
1695,0
1696,3
1697,3
1698,3
1699,8
1700,0
1701,1
1702,7
1703,5
1704,6
1705,3
1706,1
1707,1
1708,8
1709,4
1710,3
1711,8
1712,8
1713,3
1714,7
1715,5
1716,9
1717,5
1718,3
1719,6
1720,4
1721,4
1722,8
1723,1
1724,0
1725,2
1726,8
1727,5
1728,3
1729,3
1730,5
1731,3
1732,1
1733,7
1734,5
1735,6
1736,4
1737,0
1738,5
1739,5
1740,5
1741,4
1742,0
1743,5
1744,6
1745,9
1746,8
1747,1
1748,9
1749,0
1750,6
1751,8
1752,5
1753,1
1754,2
1755,1
1756,9
1757,2
1758,0
1759,5
1760,4
1761,7
1762,5
1763,5
1764,3
1765,8
1766,7
1767,3
1768,0
1769,0
1770,9
1771,0
1772,0
1773,8
1774,8
1775,2
1776,3
1777,0
1778,1
1779,2
1780,3
1781,4
1782,0
1783,1
1784,7
1785,5
1786,4
1787,3
1788,5
1789,9
1790,6
1791,3
1792,7
1793,7
1794,3
1795,0
1796,8
1797,4
1798,0
1799,1
1800,8
1801,6
1802,6
1803,4
1804,3
1805,1
1806,8
1807,5
1808,4
1809,3
1810,3
1811,8
1812,7
1813,1
1814,3
1815,9
1816,6
1817,0
1818,8
1819,6
1820,3
1821,5
1822,8
1823,3
1824,0
1825,9
1826,3
1827,5
1828,6
1829,8
1830,8
1831,6
1832,3
1833,1
1834,2
1835,9
1836,0
1837,4
1838,8
1839,4
1840,6
1841,5
1842,9
1843,0
1844,5
1845,6
1846,4
1847,3
1848,1
1849,0
1850,6
1851,1
1852,6
1853,1
1854,6
1855,3
1856,0
1857,8
1858,9
1859,1
1860,6
1861,5
1862,5
1863,4
1864,4
1865,8
1866,6
1867,8
1868,5
1869,0
1870,8
1871,5
1872,3
1873,9
1874,1
1875,1
1876,9
1877,3
1878,8
1879,6
1880,3
1881,8
1882,5
1883,0
1884,5
1885,6
1886,4
1887,5
1888,8
1889,6
1890,9
1891,3
1892,9
1893,3
1894,6
1895,7
1896,8
1897,5
1898,5
1899,8
1900,4
1901,5
1902,3
1903,1
1904,9
1905,6
1906,4
1907,6
1908,3
1909,5
1910,5
1911,6
1912,3
1913,4
1914,3
1915,0
1916,9
1917,8
1918,1
1919,5
1920,8
1921,3
1922,3
1923,0
1924,4
1925,7
1926,5
1927,4
1928,5
1929,8
1930,9
1931,5
1932,5
1933,5
1934,8
1935,9
1936,8
1937,1
1938,3
1939,3
1940,2
1941,3
1942,0
1943,1
1944,4
1945,3
1946,6
1947,6
1948,9
1949,3
1950,9
1951,2
1952,5
1953,3
1954,0
1955,6
1956,8
1957,2
1958,0
1959,1
1960,5
1961,1
1962,5
1963,0
1964,0
1965,3
1966,5
1967,1
1968,6
1969,5
1970,7
1971,3
1972,6
1973,2
1974,6
1975,0
1976,4
1977,5
1978,1
1979,1
1980,2
1981,2
1982,7
1983,1
1984,3
1985,7
1986,9
1987,1
1988,6
1989,0
1990,2
1991,1
1992,8
1993,4
1994,3
1995,8
1996,7
1997,8
1998,9
1999,8
2000,5
2001,6
2002,8
2003,3
2004,4
2005,8
2006,6
2007,5
2008,6
2009,8
2010,3
2011,1
2012,4
2013,0
2014,8
2015,8
2016,1
2017,5
2018,5
2019,7
2020,1
2021,1
2022,1
2023,9
2024,6
2025,4
2026,5
2027,5
2028,5
2029,4
2030,6
2031,4
2032,2
2033,6
2034,5
2035,8
2036,5
2037,0
2038,4
2039,3
2040,9
2041,0
2042,8
2043,3
2044,6
2045,3
2046,3
2047,3
2048,3
2049,7
2050,5
2051,2
2052,8
2053,6
2054,6
2055,6
2056,3
2057,5
2058,6
2059,1
2060,4
2061,1
2062,7
2063,5
2064,0
2065,6
2066,2
2067,0
2068,5
2069,3
2070,1
2071,3
2072,4
2073,3
2074,8
2075,5
2076,4
2077,2
2078,0
2079,8
2080,3
2081,0
2082,6
2083,1
2084,3
2085,6
2086,4
2087,6
2088,5
2089,8
2090,5
2091,6
2092,1
2093,3
2094,6
2095,5
2096,4
2097,6
2098,2
2099,6
2100,7
2101,3
2102,8
2103,0
2104,3
2105,6
2106,7
2107,1
2108,6
2109,9
2110,8
2111,5
2112,3
2113,3
2114,8
2115,0
2116,0
2117,8
2118,8
2119,1
2120,9
2121,4
2122,4
2123,4
2124,5
2125,8
2126,8
2127,5
2128,5
2129,1
2130,2
2131,3
2132,1
2133,4
2134,5
2135,9
2136,1
2137,8
2138,6
2139,3
2140,1
2141,8
2142,8
2143,6
2144,4
2145,2
2146,4
2147,3
2148,2
2149,9
2150,4
2151,0
2152,5
2153,6
2154,4
2155,8
2156,1
2157,2
2158,8
2159,3
2160,5
2161,2
2162,5
2163,0
2164,6
2165,5
2166,5
2167,4
2168,7
2169,3
2170,6
2171,4
2172,1
2173,3
2174,2
2175,8
2176,8
2177,6
2178,4
2179,4
2180,5
2181,8
2182,0
2183,5
2184,3
2185,0
2186,5
2187,1
2188,1
2189,3
2190,5
2191,4
2192,0
2193,4
2194,2
2195,4
2196,8
2197,0
2198,6
2199,5
2200,9
2201,3
2202,8
2203,7
2204,5
2205,1
2206,8
2207,6
2208,5
2209,8
2210,8
2211,5
2212,9
2213,1
2214,8
2215,2
2216,5
2217,0
2218,6
2219,5
2220,2
2221,1
2222,5
2223,7
2224,1
2225,5
2226,9
2227,7
2228,5
2229,8
2230,1
2231,2
2232,0
2233,8
2234,3
2235,0
2236,9
2237,0
2238,8
2239,3
2240,8
2241,8
2242,3
2243,1
2244,6
2245,7
2246,0
2247,9
2248,8
2249,5
2250,2
2251,4
2252,2
2253,0
2254,6
2255,3
2256,9
2257,5
2258,5
2259,8
2260,0
2261,8
2262,7
2263,7
2264,1
2265,1
2266,8
2267,2
2268,7
2269,0
2270,4
2271,8
2272,8
2273,6
2274,5
2275,0
2276,3
2277,6
2278,0
2279,1
2280,8
2281,3
2282,0
2283,4
2284,6
2285,6
2286,9
2287,8
2288,3
2289,9
2290,9
2291,1
2292,5
2293,4
2294,7
2295,6
2296,5
2297,9
2298,5
2299,8
2300,0
2301,5
2302,3
2303,3
2304,9
2305,2
2306,5
2307,5
2308,8
2309,8
2310,2
2311,6
2312,5
2313,8
2314,0
2315,2
2316,3
2317,3
2318,0
2319,1
2320,9
2321,7
2322,0
2323,5
2324,6
2325,9
2326,9
2327,8
2328,8
2329,3
2330,6
2331,0
2332,8
2333,5
2334,5
2335,6
2336,1
2337,5
2338,5
2339,5
2340,1
2341,0
2342,8
2343,8
2344,0
2345,1
2346,6
2347,3
2348,3
2349,3
2350,6
2351,1
2352,5
2353,6
2354,1
2355,3
2356,2
2357,0
2358,5
2359,1
2360,2
2361,5
2362,9
2363,2
2364,5
2365,5
2366,0
2367,4
2368,8
2369,6
2370,5
2371,8
2372,4
2373,9
2374,0
2375,7
2376,4
2377,9
2378,4
2379,5
2380,8
2381,3
2382,6
2383,3
2384,3
2385,4
2386,9
2387,1
2388,2
2389,5
2390,3
2391,8
2392,6
2393,8
2394,1
2395,5
2396,7
2397,1
2398,1
2399,8
2400,8
2401,0
2402,3
2403,6
2404,6
2405,7
2406,3
2407,6
2408,8
2409,8
2410,7
2411,0
2412,8
2413,6
2414,8
2415,0
2416,5
2417,0
2418,6
2419,5
2420,8
2421,4
2422,4
2423,6
2424,3
2425,5
2426,8
2427,5
2428,1
2429,5
2430,3
2431,4
2432,4
2433,1
2434,8
2435,1
2436,5
2437,9
2438,8
2439,8
2440,8
2441,4
2442,9
2443,5
2444,5
2445,2
2446,6
2447,8
2448,9
2449,5
2450,6
2451,8
2452,5
2453,8
2454,1
2455,5
2456,1
2457,5
2458,6
2459,8
2460,8
2461,1
2462,0
2463,1
2464,0
2465,1
2466,0
2467,4
2468,8
2469,3
2470,4
2471,0
2472,6
2473,2
2474,1
2475,7
2476,6
2477,8
2478,3
2479,1
2480,5
2481,6
2482,9
2483,0
2484,4
2485,3
2486,8
2487,5
2488,5
2489,2
2490,0
2491,9
2492,2
2493,9
2494,9
2495,4
2496,8
2497,1
2498,1
2499,6
2500,9
2501,9
2502,0
2503,9
2504,0
2505,9
2506,6
2507,5
2508,7
2509,0
2510,5
2511,9
2512,1
2513,5
2514,2
2515,5
2516,5
2517,3
2518,2
2519,5
2520,4
2521,5
2522,0
2523,5
2524,4
2525,2
2526,9
2527,0
2528,8
2529,4
2530,8
2531,0
2532,8
2533,3
2534,3
2535,4
2536,3
2537,0
2538,6
2539,5
2540,4
2541,3
2542,4
2543,8
2544,0
2545,5
2546,1
2547,4
2548,6
2549,9
2550,5
2551,8
2552,5
2553,1
2554,0
2555,3
2556,4
2557,5
2558,7
2559,8
2560,7
2561,3
2562,9
2563,5
2564,3
2565,9
2566,6
2567,3
2568,0
2569,4
2570,5
2571,8
2572,3
2573,1
2574,6
2575,6
2576,4
2577,6
2578,9
2579,0
2580,5
2581,4
2582,9
2583,9
2584,6
2585,3
2586,9
2587,5
2588,9
2589,3
2590,3
2591,4
2592,9
2593,5
2594,3
2595,3
2596,6
2597,5
2598,2
2599,5
2600,5
2601,0
2602,9
2603,7
2604,8
2605,6
2606,4
2607,5
2608,5
2609,4
2610,5
2611,0
2612,5
2613,6
2614,5
2615,9
2616,6
2617,2
2618,5
2619,2
2620,8
2621,6
2622,2
2623,3
2624,3
2625,8
2626,0
2627,3
2628,6
2629,3
2630,3
2631,0
2632,4
2633,1
2634,1
2635,8
2636,8
2637,4
2638,8
2639,9
2640,5
2641,5
2642,7
2643,1
2644,0
2645,5
2646,8
2647,3
2648,5
2649,7
2650,0
2651,5
2652,5
2653,3
2654,4
2655,4
2656,8
2657,1
2658,3
2659,2
2660,0
2661,8
2662,6
2663,3
2664,5
2665,4
2666,5
2667,2
2668,5
2669,7
2670,1
2671,5
2672,3
2673,7
2674,8
2675,3
2676,3
2677,3
2678,3
2679,7
2680,5
2681,3
2682,8
2683,8
2684,7
2685,3
2686,1
2687,8
2688,3
2689,4
2690,6
2691,6
2692,3
2693,5
2694,5
2695,0
2696,5
2697,0
2698,7
2699,5
2700,9
2701,0
2702,8
2703,1
2704,0
2705,1
2706,1
2707,4
2708,8
2709,6
2710,9
2711,5
2712,2
2713,4
2714,3
2715,4
2716,5
2717,5
2718,1
2719,4
2720,3
2721,5
2722,8
2723,6
2724,6
2725,9
2726,8
2727,3
2728,4
2729,9
2730,0
2731,0
2732,8
2733,8
2734,3
2735,6
2736,1
2737,5
2738,4
2739,5
2740,8
2741,1
2742,3
2743,1
2744,4
2745,3
2746,5
2747,5
2748,5
2749,0
2750,8
2751,4
2752,8
2753,5
2754,5
2755,5
2756,5
2757,0
2758,5
2759,4
2760,0
2761,8
2762,4
2763,2
2764,8
2765,0
2766,0
2767,4
2768,5
2769,5
2770,4
2771,6
2772,6
2773,3
2774,3
2775,6
2776,5
2777,1
2778,8
2779,6
2780,1
2781,4
2782,6
2783,8
2784,3
2785,7
2786,6
2787,4
2788,9
2789,7
2790,7
2791,3
2792,9
2793,1
2794,6
2795,5
2796,5
2797,1
2798,1
2799,0
2800,3
2801,5
2802,5
2803,5
2804,2
2805,0
2806,6
2807,1
2808,7
2809,5
2810,8
2811,3
2812,1
2813,9
2814,1
2815,2
2816,6
2817,4
2818,3
2819,9
2820,0
2821,5
2822,7
2823,3
2824,3
2825,5
2826,0
2827,3
2828,5
2829,9
2830,7
2831,3
2832,4
2833,9
2834,8
2835,5
2836,3
2837,5
2838,3
2839,8
2840,5
2841,0
2842,5
2843,4
2844,5
2845,0
2846,1
2847,3
2848,5
2849,3
2850,9
2851,0
2852,0
2853,0
2854,5
2855,4
2856,1
2857,0
2858,1
2859,2
2860,8
2861,3
2862,0
2863,1
2864,1
2865,3
2866,4
2867,6
2868,8
2869,7
2870,1
2871,4
2872,0
2873,2
2874,1
2875,5
2876,0
2877,3
2878,5
2879,5
2880,3
2881,6
2882,7
2883,0
2884,5
2885,4
2886,3
2887,1
2888,2
2889,9
2890,7
2891,5
2892,8
2893,3
2894,3
2895,2
2896,9
2897,1
2898,9
2899,5
2900,2
2901,0
2902,8
2903,5
2904,5
2905,8
2906,8
2907,6
2908,6
2909,5
2910,1
2911,9
2912,8
2913,9
2914,5
2915,4
2916,8
2917,6
2918,8
2919,2
2920,3
2921,6
2922,4
2923,1
2924,1
2925,3
2926,6
2927,6
2928,4
2929,1
2930,1
2931,8
2932,6
2933,5
2934,5
2935,1
2936,5
2937,3
2938,3
2939,5
2940,7
2941,0
2942,2
2943,5
2944,9
2945,5
2946,5
2947,2
2948,0
2949,5
2950,5
2951,9
2952,2
2953,3
2954,4
2955,2
2956,4
2957,6
2958,6
2959,3
2960,5
2961,8
2962,3
2963,4
2964,1
2965,6
2966,2
2967,1
2968,2
2969,6
2970,3
2971,8
2972,5
2973,4
2974,7
2975,0
2976,0
2977,8
2978,5
2979,5
2980,5
2981,3
2982,8
2983,5
2984,5
2985,8
2986,5
2987,9
2988,8
2989,8
2990,5
2991,5
2992,4
2993,8
2994,4
2995,6
2996,2
